Name,Age,Gender,12_percentage,10_percentage,CGPA,Parents_Annual_Income,Is_Car,Is_Loan_Free,Is_Passport,Is_Masters
Ishaan,24,M,83.66,43.95,9.3,3491465.5838988223,Y,Y,N,Y
Ansh Singh,23,M,41.81,49.56,6.13,371529.62283596734,N,N,Y,N
Saanvi Sethi,27,F,96.15,80.46,8.22,799986.8602329172,N,Y,Y,N
Kiara Pandey,25,F,76.31,77.82,8.6,1943633.2078751607,N,N,Y,Y
Vani Desai,25,F,54.1,81.41,5.86,5604823.927123993,Y,Y,N,Y
Anaya Bhatia,21,F,74.8,90.45,7.01,1112517.4128681396,N,Y,Y,N
Kiara Yadav,22,F,81.25,78.91,9.38,2615034.266202325,Y,Y,Y,Y
Aadi Srivastava,29,M,53.1,60.09,8.9,2119700.8481148467,N,N,N,Y
Vanya Roy,21,F,99.4,48.33,8.92,5794269.794206977,N,Y,Y,N
Chirag Gupta,28,M,74.4,67.11,7.73,5176549.582391614,Y,Y,Y,N
Vivaan Shah,24,M,92.26,89.4,8.93,538061.004361307,N,Y,Y,N
Shanaya Desai,22,F,62.39,69.66,7.38,312176.65907455323,Y,N,N,N
Aadi Khan,26,M,85.82,57.58,6.96,10842597.925123604,Y,Y,N,N
Vivaan,29,M,45.65,56.54,8.37,1342144.0100054871,Y,N,N,N
Arjun Das,22,M,78.87,63.87,9.44,1300519.1109880651,Y,N,Y,N
Mishka Desai,30,F,75.5,75.14,6.05,929364.2531097858,Y,Y,N,N
Riya,25,F,79.7,80.58,6.72,1947352.6106436406,N,N,Y,N
Aarya Bose,23,F,94.63,92.35,8.17,1244267.2669070684,N,Y,Y,N
Abeer Reddy,22,M,51.0,75.4,7.47,263617.1717676944,N,Y,N,N
Vihaan Desai,28,M,70.41,89.62,5.7,5976131.522195221,N,Y,Y,Y
Ishika Sethi,29,F,64.0,98.94,6.35,650449.3159999702,Y,N,Y,N
Mohammed Sharma,30,M,92.21,94.71,8.06,3132285.841540216,Y,N,N,Y
Ishika Desai,25,F,50.56,57.75,9.51,9740629.648818603,N,N,Y,Y
Arjun,28,M,85.71,42.58,5.65,1476611.7464095913,N,N,N,N
Aarav Yadav,27,M,42.05,56.92,6.92,1815052.6131338284,Y,N,Y,N
Aadhya Malhotra,28,F,77.07,43.71,5.87,1295726.671554235,N,Y,Y,N
Myra,24,F,66.53,58.29,6.62,8986186.574298263,Y,N,N,Y
Ayaan Das,28,M,73.32,53.57,9.84,6261325.885674473,N,Y,Y,Y
Dhruv Chopra,25,M,55.66,50.87,6.38,1904073.0126168544,Y,N,N,N
Prisha Sethi,23,F,75.95,69.23,7.08,1903383.448919189,N,Y,Y,N
Vihaan,23,M,77.87,55.37,9.77,4427827.51176757,Y,Y,N,Y
Ritvik Goswami,28,M,44.27,79.92,5.85,684527.6705152915,N,N,Y,N
Ayaan Bose,24,M,98.82,61.75,5.59,201917.5923550713,Y,N,Y,N
Aarush Pandey,21,M,81.42,82.86,7.25,7094165.062296461,N,N,Y,N
Reyansh,30,M,53.2,92.11,8.15,8262731.213301646,Y,Y,N,N
Kiara,30,F,65.21,67.84,8.51,838987.9153589143,Y,Y,N,N
Siya Chauhan,29,F,70.73,53.05,7.69,3184585.6556212115,N,Y,N,Y
Aarya,26,F,62.68,96.77,6.56,6801597.721589272,Y,Y,Y,N
Shaurya Malhotra,24,M,60.63,53.0,8.45,4715831.135460874,N,Y,Y,N
Kabir Nair,30,M,43.73,57.42,9.6,1038642.5582692681,Y,N,N,N
Saanvi Gupta,27,F,51.2,56.4,5.59,6971813.544824816,N,N,Y,Y
Vivaan Joshi,21,M,85.02,76.99,6.9,2267595.8700026255,N,N,Y,Y
Advik Goswami,26,M,73.13,87.37,9.17,3525567.1392381005,N,N,N,Y
Ishika Rao,21,F,59.43,51.14,9.3,48904704.73587406,Y,Y,Y,N
Aarohi Nair,27,F,73.91,41.92,5.8,4660042.470483625,Y,N,Y,Y
Aarohi Singh,24,F,67.58,98.0,6.56,680940.1510110567,N,N,Y,N
Riddhi Srivastava,21,F,95.24,91.75,7.23,1461614.3329339644,N,N,Y,N
Aanya Patel,28,F,54.46,59.89,6.14,1381270.12912791,Y,Y,N,Y
Arjun Singh,29,M,55.8,80.72,7.44,7478341.876856034,Y,N,N,Y
Sai Choudhury,23,M,84.24,88.06,6.39,1551166.4264961774,N,Y,N,N
Dhruv Desai,27,M,70.4,72.86,7.09,2685638.565402013,Y,N,N,Y
Aryan Agarwal,29,M,72.25,50.89,6.8,5355240.784479999,N,N,Y,Y
Ayaan Bose,27,M,86.43,81.09,6.86,35083069.41417888,Y,Y,N,N
Sara Agarwal,28,F,96.94,73.16,8.78,354795.62728764495,N,Y,Y,N
Anaya Chauhan,25,F,89.38,55.66,5.81,2339360.293261815,Y,N,Y,Y
Advik Rao,27,M,44.0,40.75,7.11,1407192.0062231887,Y,Y,N,Y
Pranav Chopra,23,M,98.51,50.78,6.28,3190352.7754601124,Y,N,N,Y
Ayaan Reddy,23,M,69.33,76.13,6.79,7966338.208258312,Y,N,Y,Y
Riya Choudhury,30,F,74.15,58.71,6.02,867263.3180277703,N,N,Y,N
Advik,23,M,81.98,56.02,7.5,4956331.304334614,Y,N,Y,Y
Anay Rao,23,M,87.86,81.41,9.0,5690630.1092130905,Y,Y,N,Y
Dhruv Shah,30,M,40.2,84.41,7.87,1586812.5747315844,Y,N,N,N
Vivaan Malhotra,29,M,76.59,46.15,8.73,1660548.2248352384,N,Y,Y,N
Aryan Srivastava,26,M,92.41,42.78,8.28,3384429.5291391606,N,N,Y,Y
Anaya Desai,28,F,96.33,63.45,6.27,4482749.553412758,N,Y,Y,Y
Aarush Rao,24,M,45.49,92.99,8.59,1375396.4757648068,Y,Y,Y,N
Ishika Thakur,28,F,85.02,51.51,5.76,3364753.94794513,N,Y,Y,Y
Diya Agarwal,27,F,57.79,51.4,9.75,648353.3280195189,N,Y,N,Y
Riya Goswami,25,F,50.52,47.73,7.88,1579474.2899272172,N,N,N,N
Ishika Pandey,24,F,41.27,67.98,7.22,5336063.995120512,N,N,N,Y
Kabir Sharma,24,M,87.96,85.44,8.22,7168963.287342518,Y,Y,N,N
Pranav Yadav,22,M,88.85,91.27,6.26,38414510.92328253,N,N,Y,Y
Ritvik Chauhan,27,M,77.12,56.86,6.87,641070.0167054691,N,N,Y,N
Kiara Malhotra,29,F,69.06,51.92,8.16,1686522.6854094137,Y,N,N,N
Tara Choudhury,26,F,55.98,83.5,5.52,1798464.7629376983,Y,N,Y,N
Rudra Bhatia,23,M,53.32,80.5,8.77,8206667.225202564,N,Y,Y,Y
Sai Das,29,M,98.27,45.93,9.33,8416080.199499717,Y,N,Y,N
Pranav Thakur,30,M,41.61,67.23,6.22,4461834.362576026,Y,N,Y,Y
Sai Chopra,27,M,41.37,76.2,8.1,6841415.702578675,Y,Y,Y,N
Kiara Choudhury,22,F,88.39,50.17,6.92,1180109.3235206315,N,Y,N,N
Dhruv Reddy,26,M,89.28,66.87,9.1,1098772.2237550498,Y,N,Y,N
Aadhya Pandey,25,F,98.27,73.07,5.54,657857.8640405162,Y,Y,N,Y
Advik,25,M,96.28,79.85,8.7,1571731.4477161882,Y,N,Y,N
Shaurya,21,M,51.02,91.92,6.08,7703988.753453171,N,Y,N,Y
Sai Sethi,29,M,58.68,64.27,8.74,5027999.487510919,Y,N,Y,Y
Atharva Goswami,27,M,94.12,76.83,5.74,7883849.101174166,N,N,Y,Y
Yash Kumar,21,M,46.08,90.36,7.1,919408.3907162886,N,Y,Y,N
Advik Choudhury,30,M,57.86,69.32,6.4,802463.1666246861,Y,Y,Y,N
Aarya,22,F,63.53,73.39,6.62,942468.8455594514,N,N,N,N
Kabir Choudhury,22,M,84.63,46.8,6.94,405256.4347910037,N,N,N,Y
Aadhya Khan,30,F,78.29,44.9,6.45,438789.4911841252,N,Y,Y,N
Pihu Mishra,26,F,57.15,43.3,9.23,1857826.0036085998,Y,Y,N,Y
Kabir Verma,28,M,47.79,61.83,8.84,6665000.20727517,Y,N,Y,Y
Anaya Pandey,27,F,65.4,78.35,6.28,393584.0303677669,N,N,Y,N
Aadhya Desai,22,F,69.19,76.05,8.12,18979082.305485178,Y,Y,N,Y
Anay Khan,21,M,41.8,48.27,6.66,1860475.286010361,Y,N,N,N
Advik Chauhan,28,M,61.13,74.63,9.14,557143.6377529196,Y,Y,Y,Y
Arjun Desai,29,M,80.86,49.96,5.65,661991.6548325878,Y,Y,N,N
Aarya Bose,27,F,74.39,46.59,5.92,1258816.895466732,Y,N,Y,N
Anika Khan,27,F,71.55,77.34,8.67,1248334.204128089,Y,Y,N,N
Rudra Kumar,28,M,52.92,68.12,7.93,9542227.110721547,Y,Y,Y,N
Aarohi Gupta,28,F,91.77,97.09,6.83,1157964.2784529477,Y,N,Y,N
Prisha Kumar,29,F,72.66,75.25,7.21,493599.9051639891,Y,Y,N,N
Vanya Agarwal,21,F,62.1,64.15,7.31,90793177.99986242,N,Y,Y,Y
Navya,26,F,52.03,89.69,8.19,3851785.664397083,N,Y,Y,N
Aarav Roy,24,M,43.56,44.23,8.93,8600587.026802788,N,N,Y,Y
Siya Shah,29,F,82.97,50.98,7.77,3726777.7578695375,Y,Y,Y,Y
Ayaan Srivastava,25,M,57.3,56.39,7.68,356693.1368738337,N,N,N,N
Aarush Gupta,26,M,47.06,58.06,6.23,9451816.135559926,N,Y,N,Y
Anay Pathak,24,M,83.19,42.21,8.63,8530273.593735179,Y,N,N,N
Sara Pathak,27,F,81.3,91.74,6.2,516488.75675660226,N,Y,N,N
Pranav Malhotra,27,M,43.58,91.17,9.55,1908026.969512202,N,Y,Y,N
Mishka Reddy,21,F,42.75,60.01,6.93,2423750.9261813047,Y,N,Y,Y
Chirag Kumar,28,M,60.23,50.99,7.18,482977.0404460645,N,Y,Y,N
Myra Patel,23,F,68.2,46.25,8.56,500736.5017654522,N,Y,Y,Y
Dev Srivastava,23,M,81.53,43.59,6.63,1058967.8811368393,N,N,N,N
Aanya Pandey,27,F,53.71,98.97,8.99,1742174.4352425851,Y,Y,N,N
Aarohi Bhatia,23,F,98.89,55.27,6.51,4018093.022064212,Y,N,N,Y
Mishka Bose,24,F,40.62,55.11,9.3,6202954.857160183,N,N,Y,Y
Shaurya Das,25,M,95.78,79.05,8.72,3134697.1607201886,N,N,N,Y
Shaurya,23,M,40.78,58.53,6.16,1077640.4672082774,N,Y,N,N
Anay Mishra,26,M,71.21,72.39,8.19,2352411.545821779,Y,N,Y,Y
Aarav Pandey,22,M,54.7,54.44,7.52,1767524.9569841435,N,Y,N,N
Anika Srivastava,25,F,94.42,85.39,7.57,6736971.584943235,N,N,Y,Y
Riddhi Sharma,29,F,76.77,69.17,7.78,1962614.592711034,N,Y,Y,N
Aarush,22,M,74.63,98.84,7.49,3603873.8848220585,Y,Y,N,Y
Dev,27,M,64.88,74.14,5.6,2524532.1282443786,N,N,N,Y
Aadhya Patel,25,F,69.01,46.52,6.37,9684022.229187166,N,N,Y,Y
Chirag Rao,21,M,71.32,67.12,8.87,1828659.4906137525,Y,N,N,N
Reyansh,21,M,99.3,85.91,7.76,9777678.697514966,Y,N,N,Y
Veer Malhotra,27,M,88.61,91.08,7.71,1525207.863715084,Y,Y,N,N
Vihaan Joshi,30,M,95.96,96.76,8.35,1399129.693996194,N,N,Y,Y
Chirag Desai,23,M,97.37,51.29,6.66,7372719.93822809,Y,N,Y,Y
Aadi Thakur,23,M,86.82,72.11,8.0,3916291.8230503993,Y,N,N,N
Aanya Bose,28,F,71.15,79.26,6.82,7609898.503004783,N,Y,N,Y
Diya Srivastava,29,F,42.09,61.79,8.15,1254706.7547913757,Y,Y,N,N
Ritvik Srivastava,27,M,65.38,59.48,8.9,518711.2226789434,N,Y,N,N
Rudra Sethi,28,M,85.22,62.98,6.04,3808304.7027480854,Y,N,N,Y
Aadi Srivastava,22,M,41.91,48.03,8.16,5211273.014818567,N,Y,N,Y
Ishaan,24,M,42.63,44.07,8.73,1747012.8357949986,N,N,Y,N
Vivaan Singh,26,M,75.06,68.31,5.67,4766482.264490534,N,Y,Y,Y
Navya Verma,22,F,66.3,96.99,7.2,6674904.719857695,N,N,Y,Y
Saumya Pandey,25,F,46.58,92.97,6.76,7493391.473313475,Y,Y,N,Y
Mishka,30,F,47.91,64.6,6.96,1018628.5251576412,N,Y,Y,N
Diya Chopra,24,F,75.51,66.99,6.36,5741344.501831759,N,Y,N,Y
Ira Joshi,21,F,52.25,92.53,6.96,716019.7911381826,N,N,Y,N
Vihaan Mishra,30,M,69.68,82.03,7.28,4236238.218951898,Y,N,N,Y
Yash Singh,21,M,44.73,73.57,7.46,233648.55711603703,Y,N,Y,Y
Aarush Bose,29,M,52.87,92.28,7.24,1405938.1301863347,N,Y,N,N
Chirag Sethi,30,M,40.26,51.99,8.4,1753389.7395931152,Y,N,Y,Y
Sara Singh,22,F,86.06,73.22,5.52,44834791.13678956,Y,N,Y,Y
Trisha,22,F,48.96,97.25,7.88,8362252.5071585765,Y,N,Y,N
Saumya Rao,26,F,81.61,71.38,7.96,701176.2894871796,N,N,Y,N
Atharva Chopra,29,M,98.81,76.53,5.99,8166418.522388635,Y,Y,Y,N
Pihu Verma,24,F,62.25,97.14,7.13,6029359.033761823,N,N,Y,Y
Chirag Mishra,23,M,67.28,75.26,6.88,3122756.9390530162,Y,Y,Y,N
Tara Pandey,21,F,40.82,95.0,7.67,9676263.573300544,N,N,N,Y
Ansh,30,M,90.69,85.5,6.19,7319293.233403195,Y,N,Y,N
Ira,22,F,81.64,90.51,8.44,9586270.57665286,Y,Y,N,Y
Vanya Shah,28,F,42.79,53.15,5.84,3535061.8348168633,Y,N,Y,Y
Reyansh Singh,21,M,98.41,92.04,5.99,699141.9193858558,Y,Y,Y,N
Avni Khan,26,F,43.35,93.41,7.09,3320702.427163297,N,N,Y,Y
Anaisha Pathak,26,F,99.32,80.61,9.11,2931010.9273193404,Y,N,N,Y
Diya Verma,27,F,55.55,95.41,5.79,1647829.7069558997,Y,Y,Y,N
Aaradhya Mishra,30,F,40.8,86.21,8.19,1424674.2444281075,Y,Y,Y,N
Aanya Kumar,26,F,77.09,68.37,7.47,1979428.1430831167,N,Y,N,N
Ayaan Bose,23,M,43.17,66.4,9.21,9484153.876147712,Y,Y,N,Y
Saanvi Sharma,25,F,46.66,86.17,8.9,3799706.832568021,N,N,Y,Y
Aarav Verma,21,M,90.92,47.79,7.08,8727597.983118085,Y,N,Y,N
Aarya Bose,24,F,40.75,70.09,8.79,1000046.9593690279,N,Y,Y,Y
Yash Shah,28,M,88.32,59.87,6.86,2651541.8497970607,N,Y,N,Y
Ayaan Goswami,30,M,97.0,95.61,9.72,5043570.995624167,Y,N,N,Y
Vihaan Reddy,29,M,41.75,74.95,8.76,8504971.204229005,N,N,Y,Y
Aarush Pathak,23,M,62.22,66.4,7.82,1574748.428915873,Y,Y,Y,N
Pranav Sharma,26,M,83.15,62.35,7.07,7218107.288163577,N,Y,Y,Y
Aadhya,27,F,44.8,91.43,6.06,1949581.4879244305,N,Y,N,N
Abeer Goswami,24,M,64.94,45.98,6.45,1311911.3437322634,N,Y,N,N
Aarav Shah,25,M,81.98,61.53,7.05,5726360.74790103,Y,Y,N,Y
Pihu Chauhan,21,F,48.76,50.21,7.49,4883387.444935858,Y,Y,N,Y
Vanya Roy,21,F,44.38,73.13,6.77,9381996.491207724,N,Y,Y,Y
Sahana Khan,30,F,68.36,97.18,8.58,7012036.798208625,Y,Y,Y,Y
Ansh Gupta,25,M,73.79,78.79,6.04,3863795.5996385,Y,N,N,Y
Rudra Nair,26,M,49.83,94.97,9.64,7469286.255488538,Y,Y,Y,Y
Kian Verma,21,M,63.59,52.71,8.12,2934863.9454351054,N,N,Y,Y
Ishaan Desai,24,M,56.51,64.48,7.91,4918731.113374012,N,Y,N,Y
Aadi Goswami,30,M,56.96,64.63,8.27,24424218.50307911,Y,N,Y,Y
Navya Desai,22,F,48.06,94.26,8.23,632126.721880673,N,N,N,N
Shaurya Mishra,28,M,96.06,84.74,9.37,456534.4685434537,N,N,N,N
Aadi,30,M,53.19,91.85,7.29,7625725.407154388,N,N,N,Y
Aaradhya Gupta,21,F,98.06,84.2,8.09,2736871.1555089285,Y,N,Y,Y
Aadi Thakur,22,M,80.9,66.74,7.46,3330955.7130872784,Y,Y,N,Y
Aanya Singh,26,F,69.64,46.22,8.1,5332975.006894276,Y,Y,Y,Y
Siya,30,F,71.22,56.33,8.73,4563789.994538413,Y,N,N,Y
Kabir Singh,26,M,52.34,40.61,8.03,7603739.972066757,N,N,Y,Y
Chirag Chauhan,29,M,83.66,55.35,8.6,1659137.6302714294,N,N,N,N
Pihu Patel,29,F,78.66,66.99,9.68,7009260.984330302,N,N,Y,Y
Ayaan Mishra,30,M,70.55,43.8,9.59,4966662.391759459,N,N,N,Y
Myra Khan,21,F,44.75,41.64,7.99,1228518.2894052193,N,Y,Y,N
Riddhi Das,24,F,78.57,59.53,8.13,9909227.977334518,N,Y,Y,Y
Navya,27,F,70.12,83.03,9.45,1382443.2548319502,N,N,Y,N
Aarya Verma,25,F,48.58,94.63,7.56,1922726.0328503295,N,N,N,N
Veer Yadav,21,M,67.37,92.88,6.21,4968213.711831679,N,Y,Y,Y
Shaurya,27,M,88.7,83.09,9.61,649074.7548733711,N,N,Y,Y
Krishna Desai,21,M,83.1,49.08,8.29,1821778.8495589222,Y,N,N,N
Aadhya Pathak,23,F,59.24,91.4,7.24,3979102.81979942,N,N,N,Y
Ritvik Pathak,22,M,69.24,72.02,7.65,7992361.742660894,N,Y,Y,Y
Pranav Choudhury,25,M,58.72,92.65,6.03,745107.654501554,N,Y,Y,N
Atharva Sethi,28,M,60.09,87.9,7.85,4040435.562464111,N,N,Y,Y
Avni Chauhan,23,F,47.21,66.89,8.21,262703.6886304469,Y,N,N,N
Atharva Choudhury,23,M,62.29,97.27,8.13,798551.8454702649,N,Y,Y,Y
Saumya Rao,26,F,85.02,76.56,7.8,8971552.405038303,N,N,Y,Y
Vani Yadav,29,F,61.82,71.32,6.53,90116827.43326926,N,N,Y,Y
Kabir Sethi,28,M,96.66,55.26,5.7,865963.0042502943,N,N,Y,N
Ira,26,F,72.3,96.77,7.08,368396.43057154515,N,Y,Y,N
Pihu,21,F,70.99,50.15,7.39,573089.2272737185,N,Y,N,N
Navya Rao,30,F,63.92,59.06,5.93,9768321.475341892,N,N,N,Y
Dhruv Mishra,30,M,73.01,88.45,6.3,3692333.987327883,Y,N,N,Y
Chirag Singh,23,M,71.3,86.57,8.87,7584517.269041836,N,N,Y,N
Vani Nair,21,F,76.83,75.11,8.49,243456.4747004052,Y,N,N,N
Siya Chopra,25,F,94.48,49.39,8.86,7165718.193329619,Y,Y,Y,Y
Abeer Sethi,29,M,95.36,43.98,7.41,598672.0811804611,N,N,Y,N
Reyansh,30,M,58.95,71.67,9.81,7462654.592992857,N,N,Y,Y
Trisha Srivastava,22,F,85.56,55.19,6.1,7335377.27063518,Y,N,Y,Y
Vanya,27,F,73.44,42.09,5.74,7391057.028776907,Y,Y,Y,Y
Anika Sharma,22,F,98.22,40.3,7.21,3522329.808059656,N,Y,N,Y
Mohammed Singh,26,M,66.47,66.35,7.26,6834962.0650691325,Y,Y,Y,Y
Anay Thakur,22,M,77.45,41.3,7.08,2393559.7168785213,Y,Y,N,Y
Ayaan Khan,22,M,82.29,96.98,8.92,6169806.128680801,N,Y,Y,N
Mohammed Pandey,23,M,46.88,67.26,9.29,7448378.12865341,Y,N,Y,N
Vivaan Shah,30,M,63.54,44.59,7.24,4891512.302978496,N,N,N,Y
Pihu Gupta,23,F,99.15,49.66,8.23,1393894.4181524504,Y,Y,N,N
Aanya Pandey,26,F,70.74,89.05,8.13,5834297.614786496,N,Y,Y,N
Navya Mishra,28,F,53.77,54.46,6.73,4879588.101668698,N,N,Y,Y
Ayaan,21,M,92.69,88.38,7.81,5530539.8502588635,N,N,Y,Y
Reyansh Srivastava,26,M,93.01,81.87,6.37,2367926.6214186726,Y,N,N,N
Trisha,28,F,71.73,88.84,6.13,1808750.644907064,N,N,Y,N
Anaya Agarwal,26,F,66.54,88.6,7.02,2231503.6398239797,Y,Y,Y,Y
Sahana Yadav,21,F,97.33,71.5,6.84,2544879.2252332172,N,Y,Y,Y
Shaurya Yadav,28,M,86.29,68.77,5.68,2703681.2233546493,Y,Y,N,Y
Aryan Nair,30,M,50.59,53.59,8.99,6981916.640233613,N,N,Y,Y
Dhruv Patel,23,M,60.92,92.81,9.67,5236763.500430683,N,N,Y,Y
Ahaan Nair,27,M,92.54,61.0,7.47,741670.0636330496,Y,N,N,N
Abeer Bose,22,M,76.35,66.41,7.54,326642.1427380785,Y,N,N,Y
Myra Patel,29,F,86.97,52.29,9.11,627640.3879958431,Y,Y,Y,N
Mishka Pandey,28,F,70.33,52.55,5.53,879048.7339300936,Y,Y,Y,N
Advik Reddy,24,M,83.14,90.36,6.48,3137447.539245545,N,N,N,Y
Anika Patel,24,F,87.05,81.84,8.92,754240.6913627441,Y,Y,Y,N
Dhruv Pandey,26,M,58.76,51.1,6.49,8956777.77066999,Y,Y,N,Y
Anay,22,M,81.34,91.05,5.62,1340560.6674400633,N,Y,Y,N
Diya Srivastava,28,F,45.77,73.18,9.45,742324.9885954089,N,N,N,N
Vani Das,25,F,95.56,84.93,7.87,3177220.3756632903,Y,N,N,N
Trisha,21,F,49.32,63.25,5.53,1154705.1103962879,N,N,N,N
Aadi Chauhan,26,M,95.57,72.75,7.96,5031471.059586272,N,N,Y,N
Navya Gupta,24,F,88.06,73.71,5.77,5362309.853165392,N,N,Y,Y
Vani Verma,28,F,99.04,73.11,6.69,1369218.0579741516,N,Y,N,N
Dev Roy,24,M,99.21,72.83,9.3,7699036.13335262,N,Y,N,N
Advik Sharma,26,M,96.49,57.17,6.42,1591241.8583820486,N,N,Y,N
Reyansh Shah,27,M,97.5,51.1,6.39,7518585.373782638,Y,Y,Y,N
Saanvi,21,F,89.23,43.0,7.87,3292595.711557762,Y,Y,Y,Y
Siya Sethi,21,F,62.01,47.45,7.49,8425271.530752521,N,Y,N,Y
Avni Chopra,24,F,92.02,89.85,5.76,3553886.879573417,Y,Y,N,Y
Aarush Malhotra,30,M,61.55,67.64,9.21,5595794.9176773345,Y,N,N,Y
Krishna Goswami,23,M,65.76,66.76,9.73,7308416.450637486,N,Y,N,Y
Aarya Mishra,22,F,65.97,84.37,7.03,5469737.950207134,Y,Y,N,Y
Anaisha Reddy,22,F,53.83,95.4,8.06,413320.1033351013,Y,Y,Y,N
Anay Khan,27,M,88.04,46.89,7.6,1868832.8147802702,Y,Y,Y,N
Riya Goswami,29,F,63.19,51.97,9.44,1561988.1598953619,N,Y,N,N
Pranav Agarwal,25,M,42.48,81.91,9.09,4877950.489276369,Y,Y,N,Y
Ira Nair,24,F,56.13,77.85,9.49,790845.2555768645,N,Y,N,N
Abeer Mishra,28,M,55.98,89.53,9.16,3366428.9417961235,N,Y,N,Y
Shaurya Bhatia,29,M,87.02,73.39,7.63,1611919.8974553582,N,N,Y,N
Aadi Pandey,25,M,80.78,93.82,9.52,6235223.611548392,N,N,N,Y
Kian Shah,21,M,42.1,80.08,5.54,346297.1863688879,N,N,N,N
Anaya Patel,23,F,70.66,57.42,6.9,1215717.7456940212,Y,N,N,N
Kabir Sharma,23,M,71.95,48.24,9.36,6317605.102549949,N,N,N,Y
Mishka Sharma,26,F,63.96,45.45,7.65,1548004.4799591794,N,Y,N,N
Abeer Roy,29,M,96.98,76.93,7.31,6094936.225338478,Y,N,Y,Y
Pranav Joshi,23,M,46.78,57.77,7.31,7530097.428396418,Y,N,Y,Y
Anay Chopra,30,M,74.29,67.09,6.22,211567.9274585454,Y,Y,N,N
Abeer Malhotra,28,M,75.46,92.89,7.58,367112.92864795733,N,N,Y,N
Aadi Nair,27,M,91.2,46.57,8.61,1809879.166665669,N,N,Y,N
Aarush Malhotra,23,M,69.48,66.44,9.55,1497671.0058050288,Y,Y,Y,N
Tara Thakur,23,F,77.45,66.48,9.21,1950250.5788144616,Y,Y,Y,Y
Mishka,30,F,53.18,54.57,6.25,8974107.435645198,Y,Y,N,Y
Reyansh Sethi,24,M,56.82,76.51,9.0,6636583.553329248,Y,N,Y,N
Vihaan Joshi,25,M,67.48,49.39,9.22,920557.6591335865,N,Y,Y,N
Prisha Gupta,28,F,45.79,44.31,6.95,6952943.107777012,N,Y,Y,Y
Ahaan Reddy,25,M,59.59,87.71,7.57,1760933.0057260885,N,Y,N,Y
Rudra Pathak,24,M,45.93,67.98,5.67,765785.2612633178,Y,N,Y,N
Mohammed Choudhury,28,M,64.3,92.81,9.23,2469895.6805526665,N,N,N,Y
Yash Pathak,21,M,41.63,74.77,5.83,1875038.2541022017,Y,N,Y,Y
Prisha Reddy,26,F,65.51,77.31,5.55,6400786.927668166,Y,Y,Y,Y
Abeer Pathak,29,M,53.21,53.22,7.45,1527483.6408100058,N,N,N,N
Tara Joshi,30,F,63.15,52.43,5.53,1139261.0438303174,N,Y,Y,N
Mishka,29,F,67.44,94.88,6.25,1087266.647036276,Y,Y,N,Y
Anay Reddy,28,M,82.79,71.17,8.51,721302.3781997093,Y,Y,N,Y
Aanya Das,28,F,83.97,82.22,8.92,949804.7153733647,Y,N,Y,N
Chirag Sethi,23,M,61.08,83.14,6.11,9749409.759401346,N,N,Y,Y
Riddhi Singh,29,F,44.18,83.76,5.54,5938669.822167677,Y,N,Y,Y
Vani Yadav,24,F,50.65,80.57,9.61,9274195.19745255,N,N,Y,Y
Atharva Roy,28,M,55.19,83.84,6.36,30502894.65515213,Y,N,N,Y
Aarya Singh,29,F,78.3,43.16,8.04,6563764.935204783,N,Y,N,Y
Aarav Mishra,23,M,87.58,45.29,9.08,273597.9698515824,N,Y,N,N
Vani Das,25,F,43.59,99.27,9.55,4058065.784084201,Y,Y,N,N
Ritvik Bhatia,23,M,81.45,57.14,8.05,1000767.3744652834,Y,Y,N,N
Aarohi,22,F,94.31,61.37,6.03,7128490.693953339,N,N,N,Y
Sahana Thakur,30,F,51.31,84.43,6.88,587304.7168496131,Y,Y,N,N
Anay Bose,25,M,66.99,50.01,5.51,535110.7162968395,N,N,N,N
Ishika Joshi,25,F,50.11,70.33,8.82,640725.6942410837,N,N,Y,N
Anay Goswami,26,M,43.26,74.77,9.68,1105470.938223333,N,Y,N,N
Vihaan,30,M,66.18,78.97,9.41,3580194.356629587,Y,N,Y,Y
Sahana Chopra,29,F,55.76,42.02,9.83,8191638.570918041,Y,Y,N,Y
Ishika Malhotra,24,F,50.34,91.22,6.16,1744439.9744199354,Y,N,Y,N
Riddhi Choudhury,25,F,93.91,69.04,8.88,1964422.886244446,N,Y,N,N
Ishaan Malhotra,21,M,61.12,75.99,7.16,3142701.3025852363,Y,Y,Y,Y
Anay Nair,23,M,42.75,52.09,7.36,2086513.4611114634,N,Y,N,Y
Aarush Goswami,30,M,70.24,77.37,7.16,1289439.9357007227,Y,N,Y,N
Rudra Shah,24,M,45.58,48.75,5.95,282090.57071540673,Y,N,N,N
Avni Malhotra,28,F,97.03,44.39,8.22,1562739.2072335733,N,Y,Y,N
Aanya Srivastava,26,F,42.03,69.52,9.28,268424.2930868106,Y,N,N,N
Mishka Joshi,28,F,92.93,41.23,7.1,51468291.68412653,Y,N,N,Y
Aadhya Patel,29,F,90.89,63.06,6.29,2740543.3468713737,N,Y,N,Y
Pihu,27,F,50.14,87.03,9.39,16129367.480035685,N,N,Y,Y
Trisha Gupta,25,F,61.76,70.11,5.71,8036358.166755943,N,Y,Y,Y
Sahana Nair,22,F,73.54,79.29,8.56,236093.1482678463,N,N,Y,Y
Trisha,30,F,61.93,53.64,9.38,1878226.7897599498,N,N,N,N
